benchmark,instance,verdict,wall_s,timeout_s,beta,dkw_epsilon,delta,n_samples,k_disjuncts,beta_per,delta_per,n_certified_disjuncts,worst_prob_unsafe,union_upper_bound_unsafe,n_unsafe_samples,error,timestamp
cifar100_2024,CIFAR100_resnet_medium.onnx+CIFAR100_resnet_medium_prop_idx_9665_sidx_9074_eps_0.0039.vnnlib,UNKNOWN,13.44,100,0.001,0.01,0.05,60981,99,1.0101010101010101e-05,0.000505050505050505,0,0.0,0.99,0,,2026-05-05T17:59:46.886272+00:00
cifar100_2024,CIFAR100_resnet_medium.onnx+CIFAR100_resnet_medium_prop_idx_9518_sidx_9183_eps_0.0039.vnnlib,UNKNOWN,13.16,100,0.001,0.01,0.05,60981,99,1.0101010101010101e-05,0.000505050505050505,0,0.0,0.99,0,,2026-05-05T18:00:04.134568+00:00
cifar100_2024,CIFAR100_resnet_medium.onnx+CIFAR100_resnet_medium_prop_idx_5973_sidx_7841_eps_0.0039.vnnlib,UNKNOWN,13.07,100,0.001,0.01,0.05,60981,99,1.0101010101010101e-05,0.000505050505050505,0,0.0,0.99,0,,2026-05-05T18:00:21.249788+00:00
cifar100_2024,CIFAR100_resnet_medium.onnx+CIFAR100_resnet_medium_prop_idx_9845_sidx_200_eps_0.0039.vnnlib,UNKNOWN,12.79,100,0.001,0.01,0.05,60981,99,1.0101010101010101e-05,0.000505050505050505,0,0.0,0.99,0,,2026-05-05T18:00:38.093937+00:00
cifar100_2024,CIFAR100_resnet_medium.onnx+CIFAR100_resnet_medium_prop_idx_2779_sidx_6416_eps_0.0039.vnnlib,UNKNOWN,12.22,100,0.001,0.01,0.05,60981,99,1.0101010101010101e-05,0.000505050505050505,0,0.0,0.99,0,,2026-05-05T18:00:54.336480+00:00
cifar100_2024,CIFAR100_resnet_medium.onnx+CIFAR100_resnet_medium_prop_idx_6292_sidx_5430_eps_0.0039.vnnlib,UNKNOWN,13.67,100,0.001,0.01,0.05,60981,99,1.0101010101010101e-05,0.000505050505050505,0,0.0,0.99,0,,2026-05-05T18:01:12.050629+00:00
cifar100_2024,CIFAR100_resnet_medium.onnx+CIFAR100_resnet_medium_prop_idx_8642_sidx_9095_eps_0.0039.vnnlib,UNKNOWN,12.02,100,0.001,0.01,0.05,60981,99,1.0101010101010101e-05,0.000505050505050505,0,0.0,0.99,0,,2026-05-05T18:01:28.154599+00:00
cifar100_2024,CIFAR100_resnet_medium.onnx+CIFAR100_resnet_medium_prop_idx_6049_sidx_4719_eps_0.0039.vnnlib,UNKNOWN,12.92,100,0.001,0.01,0.05,60981,99,1.0101010101010101e-05,0.000505050505050505,0,0.0,0.99,0,,2026-05-05T18:01:45.286637+00:00
cifar100_2024,CIFAR100_resnet_medium.onnx+CIFAR100_resnet_medium_prop_idx_8739_sidx_1540_eps_0.0039.vnnlib,UNKNOWN,12.90,100,0.001,0.01,0.05,60981,99,1.0101010101010101e-05,0.000505050505050505,0,0.0,0.99,0,,2026-05-05T18:02:02.296440+00:00
cifar100_2024,CIFAR100_resnet_medium.onnx+CIFAR100_resnet_medium_prop_idx_7034_sidx_4129_eps_0.0039.vnnlib,UNKNOWN,15.35,100,0.001,0.01,0.05,60981,99,1.0101010101010101e-05,0.000505050505050505,0,0.0,0.99,0,,2026-05-05T18:02:21.869804+00:00
cifar100_2024,CIFAR100_resnet_medium.onnx+CIFAR100_resnet_medium_prop_idx_1498_sidx_792_eps_0.0039.vnnlib,UNKNOWN,12.86,100,0.001,0.01,0.05,60981,99,1.0101010101010101e-05,0.000505050505050505,0,0.0,0.99,0,,2026-05-05T18:02:38.746806+00:00
cifar100_2024,CIFAR100_resnet_medium.onnx+CIFAR100_resnet_medium_prop_idx_3898_sidx_9109_eps_0.0039.vnnlib,UNKNOWN,12.94,100,0.001,0.01,0.05,60981,99,1.0101010101010101e-05,0.000505050505050505,0,0.0,0.99,0,,2026-05-05T18:02:55.736896+00:00
cifar100_2024,CIFAR100_resnet_medium.onnx+CIFAR100_resnet_medium_prop_idx_854_sidx_6893_eps_0.0039.vnnlib,UNKNOWN,13.94,100,0.001,0.01,0.05,60981,99,1.0101010101010101e-05,0.000505050505050505,0,0.0,0.99,0,,2026-05-05T18:03:13.745424+00:00
cifar100_2024,CIFAR100_resnet_medium.onnx+CIFAR100_resnet_medium_prop_idx_9502_sidx_7197_eps_0.0039.vnnlib,UNKNOWN,12.20,100,0.001,0.01,0.05,60981,99,1.0101010101010101e-05,0.000505050505050505,0,0.0,0.99,0,,2026-05-05T18:03:30.018942+00:00
cifar100_2024,CIFAR100_resnet_medium.onnx+CIFAR100_resnet_medium_prop_idx_2551_sidx_9941_eps_0.0039.vnnlib,UNKNOWN,13.22,100,0.001,0.01,0.05,60981,99,1.0101010101010101e-05,0.000505050505050505,0,0.0,0.99,0,,2026-05-05T18:03:47.266247+00:00
cifar100_2024,CIFAR100_resnet_medium.onnx+CIFAR100_resnet_medium_prop_idx_7658_sidx_1537_eps_0.0039.vnnlib,UNKNOWN,12.68,100,0.001,0.01,0.05,60981,99,1.0101010101010101e-05,0.000505050505050505,0,0.0,0.99,0,,2026-05-05T18:04:03.993475+00:00
cifar100_2024,CIFAR100_resnet_medium.onnx+CIFAR100_resnet_medium_prop_idx_9726_sidx_4400_eps_0.0039.vnnlib,UNKNOWN,13.57,100,0.001,0.01,0.05,60981,99,1.0101010101010101e-05,0.000505050505050505,0,0.0,0.99,0,,2026-05-05T18:04:21.650897+00:00
cifar100_2024,CIFAR100_resnet_medium.onnx+CIFAR100_resnet_medium_prop_idx_9313_sidx_6462_eps_0.0039.vnnlib,UNKNOWN,12.73,100,0.001,0.01,0.05,60981,99,1.0101010101010101e-05,0.000505050505050505,0,0.0,0.99,0,,2026-05-05T18:04:38.581710+00:00
cifar100_2024,CIFAR100_resnet_medium.onnx+CIFAR100_resnet_medium_prop_idx_815_sidx_1902_eps_0.0039.vnnlib,UNKNOWN,11.95,100,0.001,0.01,0.05,60981,99,1.0101010101010101e-05,0.000505050505050505,0,0.0,0.99,0,,2026-05-05T18:04:54.572877+00:00
cifar100_2024,CIFAR100_resnet_medium.onnx+CIFAR100_resnet_medium_prop_idx_6491_sidx_3620_eps_0.0039.vnnlib,UNKNOWN,13.69,100,0.001,0.01,0.05,60981,99,1.0101010101010101e-05,0.000505050505050505,0,0.0,0.99,0,,2026-05-05T18:05:12.281287+00:00
cifar100_2024,CIFAR100_resnet_medium.onnx+CIFAR100_resnet_medium_prop_idx_4605_sidx_6225_eps_0.0039.vnnlib,UNKNOWN,12.77,100,0.001,0.01,0.05,60981,99,1.0101010101010101e-05,0.000505050505050505,0,0.0,0.99,0,,2026-05-05T18:05:29.105700+00:00
cifar100_2024,CIFAR100_resnet_medium.onnx+CIFAR100_resnet_medium_prop_idx_2352_sidx_2704_eps_0.0039.vnnlib,UNKNOWN,12.81,100,0.001,0.01,0.05,60981,99,1.0101010101010101e-05,0.000505050505050505,0,0.0,0.99,0,,2026-05-05T18:05:45.963574+00:00
cifar100_2024,CIFAR100_resnet_medium.onnx+CIFAR100_resnet_medium_prop_idx_1642_sidx_7494_eps_0.0039.vnnlib,UNKNOWN,13.04,100,0.001,0.01,0.05,60981,99,1.0101010101010101e-05,0.000505050505050505,0,0.0,0.99,0,,2026-05-05T18:06:03.049105+00:00
cifar100_2024,CIFAR100_resnet_medium.onnx+CIFAR100_resnet_medium_prop_idx_8502_sidx_2893_eps_0.0039.vnnlib,UNKNOWN,12.90,100,0.001,0.01,0.05,60981,99,1.0101010101010101e-05,0.000505050505050505,0,0.0,0.99,0,,2026-05-05T18:06:20.046092+00:00
cifar100_2024,CIFAR100_resnet_medium.onnx+CIFAR100_resnet_medium_prop_idx_4964_sidx_5266_eps_0.0039.vnnlib,UNKNOWN,13.09,100,0.001,0.01,0.05,60981,99,1.0101010101010101e-05,0.000505050505050505,0,0.0,0.99,0,,2026-05-05T18:06:37.182088+00:00
